train_id,source_code,destination_code,avg_price,avg_distance
11464,JBP,SRID,633.75,54.0
11464,JBP,KKB,633.75,69.0
11464,JBP,NU,633.75,85.0
11464,JBP,KY,633.75,100.0
11464,JBP,GAR,633.75,129.0
11464,JBP,PPI,633.75,178.0
11464,JBP,SGP,1095.0,196.0
11464,JBP,ET,892.5,246.0
11464,JBP,NDPM,908.75,263.0
11464,JBP,RKMP,927.5,338.0
11464,JBP,BPL,956.25,344.0
11464,JBP,SHRN,973.75,354.0
11464,JBP,SEH,1003.75,383.0
11464,JBP,PRB,1096.25,397.0
11464,JBP,KPP,1181.25,412.0
11464,JBP,SJP,1198.75,424.0
11464,JBP,AKD,1237.5,437.0
11464,JBP,KSH,1342.5,456.0
11464,JBP,BCH,1390.0,467.0
11464,JBP,MKC,1481.25,487.0
11464,JBP,UJN,1511.25,527.0
11464,JBP,NAD,1553.75,582.0
11464,JBP,KUH,1591.25,596.0
11464,JBP,RTM,1613.75,624.0
11464,JBP,MGN,1638.75,704.0
11464,JBP,DHD,1661.25,737.0
11464,JBP,GDA,1675.0,812.0
11464,JBP,DRL,1687.5,835.0
11464,JBP,CYI,1742.5,878.0
11464,JBP,ANND,1812.5,910.0
11464,JBP,ND,1865.0,928.0
11464,JBP,MHD,1890.0,946.0
11464,JBP,MAN,1913.75,970.0
11464,JBP,ADI,1938.75,974.0
11464,JBP,CLDY,1962.5,985.0
11464,JBP,VG,1986.25,1039.0
11464,JBP,SUNR,1987.5,1104.0
11464,JBP,THAN,2011.25,1152.0
11464,JBP,WKR,2057.5,1179.0
11464,JBP,RJT,2061.25,1220.0
11464,JBP,BKNG,2106.25,1227.0
11464,JBP,GDL,747.5,1262.0
11464,JBP,VRR,633.75,1278.0
11464,JBP,JLR,633.75,1297.0
11464,JBP,JND,633.75,1323.0
11464,JBP,KSD,633.75,1359.0
11464,JBP,MLHA,633.75,1375.0
11464,JBP,VRL,633.75,1405.0
11464,SRID,KKB,633.75,15.0
11464,SRID,NU,638.75,31.0
11464,SRID,KY,647.5,46.0
11464,SRID,GAR,718.75,75.0
11464,SRID,PPI,750.0,124.0
11464,SRID,SGP,783.75,142.0
11464,SRID,ET,797.5,192.0
11464,SRID,NDPM,828.75,209.0
11464,SRID,RKMP,847.5,284.0
11464,SRID,BPL,876.25,290.0
11464,SRID,SHRN,893.75,300.0
11464,SRID,SEH,925.0,329.0
11464,SRID,PRB,986.25,343.0
11464,SRID,KPP,1095.0,358.0
11464,SRID,SJP,1128.75,370.0
11464,SRID,AKD,1168.75,383.0
11464,SRID,KSH,1273.75,402.0
11464,SRID,BCH,1320.0,413.0
11464,SRID,MKC,1410.0,433.0
11464,SRID,UJN,1451.25,473.0
11464,SRID,NAD,1497.5,528.0
11464,SRID,KUH,1532.5,542.0
11464,SRID,RTM,1555.0,570.0
11464,SRID,MGN,1581.25,650.0
11464,SRID,DHD,1603.75,683.0
11464,SRID,GDA,1615.0,758.0
11464,SRID,DRL,1628.75,781.0
11464,SRID,CYI,1683.75,824.0
11464,SRID,ANND,1766.25,856.0
11464,SRID,ND,1793.75,874.0
11464,SRID,MHD,1840.0,892.0
11464,SRID,MAN,1866.25,916.0
11464,SRID,ADI,1867.5,920.0
11464,SRID,CLDY,1912.5,931.0
11464,SRID,VG,1916.25,985.0
11464,SRID,SUNR,1938.75,1050.0
11464,SRID,THAN,1962.5,1098.0
11464,SRID,WKR,2010.0,1125.0
11464,SRID,RJT,2012.5,1166.0
11464,SRID,BKNG,2057.5,1173.0
11464,SRID,GDL,743.75,1208.0
11464,SRID,VRR,633.75,1224.0
11464,SRID,JLR,633.75,1243.0
11464,SRID,JND,633.75,1269.0
11464,SRID,KSD,633.75,1305.0
11464,SRID,MLHA,633.75,1321.0
11464,SRID,VRL,633.75,1351.0
11464,KKB,NU,633.75,16.0
11464,KKB,KY,645.0,31.0
11464,KKB,GAR,646.25,60.0
11464,KKB,PPI,735.0,109.0
11464,KKB,SGP,751.25,127.0
11464,KKB,ET,783.75,177.0
11464,KKB,NDPM,797.5,194.0
11464,KKB,RKMP,815.0,269.0
11464,KKB,BPL,846.25,275.0
11464,KKB,SHRN,862.5,285.0
11464,KKB,SEH,892.5,314.0
11464,KKB,PRB,953.75,328.0
11464,KKB,KPP,1080.0,343.0
11464,KKB,SJP,1102.5,355.0
11464,KKB,AKD,1140.0,368.0
11464,KKB,KSH,1246.25,387.0
11464,KKB,BCH,1293.75,398.0
11464,KKB,MKC,1398.75,418.0
11464,KKB,UJN,1428.75,458.0
11464,KKB,NAD,1472.5,513.0
11464,KKB,KUH,1520.0,527.0
11464,KKB,RTM,1535.0,555.0
11464,KKB,MGN,1555.0,635.0
11464,KKB,DHD,1591.25,668.0
11464,KKB,GDA,1592.5,743.0
11464,KKB,DRL,1603.75,766.0
11464,KKB,CYI,1670.0,809.0
11464,KKB,ANND,1741.25,841.0
11464,KKB,ND,1791.25,859.0
11464,KKB,MHD,1816.25,877.0
11464,KKB,MAN,1865.0,901.0
11464,KKB,ADI,1867.5,905.0
11464,KKB,CLDY,1890.0,916.0
11464,KKB,VG,1913.75,970.0
11464,KKB,SUNR,1938.75,1035.0
11464,KKB,THAN,1962.5,1083.0
11464,KKB,WKR,1986.25,1110.0
11464,KKB,RJT,2011.25,1151.0
11464,KKB,BKNG,2033.75,1158.0
11464,KKB,GDL,741.25,1193.0
11464,KKB,VRR,633.75,1209.0
11464,KKB,JLR,633.75,1228.0
11464,KKB,JND,633.75,1254.0
11464,KKB,KSD,633.75,1290.0
11464,KKB,MLHA,633.75,1306.0
11464,KKB,VRL,633.75,1336.0
11464,NU,KY,643.75,15.0
11464,NU,GAR,643.75,44.0
11464,NU,PPI,645.0,93.0
11464,NU,SGP,736.25,111.0
11464,NU,ET,751.25,161.0
11464,NU,NDPM,767.5,178.0
11464,NU,RKMP,797.5,253.0
11464,NU,BPL,828.75,259.0
11464,NU,SHRN,847.5,269.0
11464,NU,SEH,876.25,298.0
11464,NU,PRB,937.5,312.0
11464,NU,KPP,1016.25,327.0
11464,NU,SJP,1085.0,339.0
11464,NU,AKD,1116.25,352.0
11464,NU,KSH,1220.0,371.0
11464,NU,BCH,1277.5,382.0
11464,NU,MKC,1370.0,402.0
11464,NU,UJN,1415.0,442.0
11464,NU,NAD,1460.0,497.0
11464,NU,KUH,1497.5,511.0
11464,NU,RTM,1521.25,539.0
11464,NU,MGN,1545.0,619.0
11464,NU,DHD,1568.75,652.0
11464,NU,GDA,1570.0,727.0
11464,NU,DRL,1591.25,750.0
11464,NU,CYI,1647.5,793.0
11464,NU,ANND,1718.75,825.0
11464,NU,ND,1768.75,843.0
11464,NU,MHD,1793.75,861.0
11464,NU,MAN,1840.0,885.0
11464,NU,ADI,1843.75,889.0
11464,NU,CLDY,1888.75,900.0
11464,NU,VG,1891.25,954.0
11464,NU,SUNR,1913.75,1019.0
11464,NU,THAN,1938.75,1067.0
11464,NU,WKR,1962.5,1094.0
11464,NU,RJT,1986.25,1135.0
11464,NU,BKNG,2011.25,1142.0
11464,NU,GDL,740.0,1177.0
11464,NU,VRR,633.75,1193.0
11464,NU,JLR,633.75,1212.0
11464,NU,JND,633.75,1238.0
11464,NU,KSD,633.75,1274.0
11464,NU,MLHA,633.75,1290.0
11464,NU,VRL,642.5,1320.0
11464,KY,GAR,642.5,29.0
11464,KY,PPI,643.75,78.0
11464,KY,SGP,647.5,96.0
11464,KY,ET,736.25,146.0
11464,KY,NDPM,751.25,163.0
11464,KY,RKMP,767.5,238.0
11464,KY,BPL,797.5,244.0
11464,KY,SHRN,815.0,254.0
11464,KY,SEH,846.25,283.0
11464,KY,PRB,906.25,297.0
11464,KY,KPP,1000.0,312.0
11464,KY,SJP,1021.25,324.0
