train_id,train_name,source,destination,distance_km,station_count,station_codes,avg_delay_min,avg_delay_std,avg_delay_min_prev,avg_delay_std_prev,rr_merged_at,rr_station_count,rr_source_endpoint,rr_imputed_at,rr_model_version,rr_imputed_unc_mean,rr_imputed_unc_std,pred_rr_mean_unc_calib,pred_rr_std_unc_calib,flag_any,rr_imputation_flag
19955,PINAKINI EXP,KOVH,TOU,770.0,14,"KOVH,KVLS,MGV,SYM,MRK,SIE,GLP,DCU,GJJ,KOU,NDKD,VPL,TPW,TOU",34.062718989227754,18.542318095894863,61.466,12.114209838037311,2025-12-20T11:02:26.144385Z,14.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,28.758702405672228,10.623427322187192,105.40393640732246,43.741367496884436,True,True
28317,TUNGABHADRA EXP,PDGL,BSPL,480.0,8,"PDGL,KJJ,VGT,KEF,PSA,TNR,TGU,BSPL",29.344432967588627,17.934084257257638,84.32000000000001,12.32063107149954,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,29.46455756579904,12.028930057984564,133.02480149078187,50.61658523152149,True,True
14065,NARAYANADRI EXP,PDGL,TDD,562.0,12,"PDGL,NRT,TOU,VLV,YLK,TSR,PUA,DIG,RU,VLD,NDPU,TDD",25.64609763897352,17.51647826196945,105.26,13.651472448054824,2025-12-20T11:02:26.144385Z,12.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,22.57618039081596,9.96085871307444,101.34298197272423,42.21510502796413,True,True
25224,CIRCAR EXPRESS,AKVD,PDU,870.0,13,"AKVD,THY,ASP,DMT,SAB,STVA,TKU,GWM,KJJ,KMQA,PUN,TCNR,PDU",31.4557742545609,21.08190793449813,88.312,15.5890176085602,2025-12-20T11:02:26.144385Z,13.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,26.918367381682327,11.677793542984436,107.39553388373616,46.81896590110499,True,True
18727,PRASHANTI EXP,ULM,ODUR,477.0,10,"ULM,RLO,HCM,UKD,HVM,BKPT,TKPY,VJA,ANB,ODUR",27.883035850955608,20.373953248426385,75.55199999999999,10.541421630880722,2025-12-20T11:02:26.144385Z,10.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,26.65528723117093,11.49374176421499,133.56071044116769,48.60542197971899,True,True
29054,KRISHNA EXPRESS,TNKU,AKAH,780.0,11,"TNKU,BVM,KUMU,MPL,KLKA,PGU,RAM,RMV,KEF,BVO,AKAH",24.326469338185586,21.651263878528265,77.534,9.476577968866186,2025-12-20T11:02:26.144385Z,11.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,23.461047227958005,13.204131846316551,105.45855636190656,55.930067072916756,True,True
15553,GNT NS EXP,MIPM,SYM,626.0,14,"MIPM,CPL,TIU,NYP,KOU,CKV,BVRM,PUMU,NLS,TNRU,DVD,CU,RPCA,SYM",24.96875,12.34841683931588,66.81,14.666904922307229,2025-12-20T07:12:18.818841Z,16.0,https://api.railradar.in/api/v1/trains/15553/average-delay,,,,,97.30904575463262,36.565614964024775,True,True
15988,PRASHANTI EXP,GVL,GPY,581.0,10,"GVL,NCE,PSPY,PGRL,NS,YPD,NOSM,SVF,VJA,GPY",20.038793272951462,15.916692659067516,57.608,6.84726003595599,2025-12-20T11:02:26.144385Z,10.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,14.546663394471402,10.06837413854806,64.75821167336441,42.65091132028444,True,True
26811,AMARAVATI EXP,BTVA,PRDT,907.0,17,"BTVA,RLO,ATP,AKAT,SCM,KNRT,PDL,BMH,NLPD,NG,GVMH,PUMU,DKSA,DVD,RPL,KLKA,PRDT",50.13483960926706,30.59451061191731,102.04,12.826427795766053,2025-12-20T11:02:26.144385Z,17.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,59.3047863801004,30.622075465276687,270.4709403541238,128.5948275967568,True,True
15390,CHARMINAR EXP,MAG,GPY,905.0,16,"MAG,CCT,KJJ,NUJ,NLPD,PGRL,ANV,ATP,VRVL,PGDI,MOO,PPM,NDKD,PAP,VKZ,GPY",33.10972582039162,25.84728784578478,95.17,7.213227432987264,2025-12-20T11:02:26.144385Z,16.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,23.46467739828846,22.574794367682724,127.69164637386473,96.6626603885089,True,True
24507,TIRUMALA EXP,BZA,PTT,767.0,15,"BZA,SF,KCI,VPU,RPL,KRY,BVO,RDG,BVRT,NLS,MBL,KPL,TMC,PYA,PTT",26.832682003846017,18.795822253451185,79.56,12.29753023984897,2025-12-20T11:02:26.144385Z,15.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,23.282748464915773,9.0256836951139,112.54221183853414,38.34602756466548,True,True
29012,SEVEN HILLS EXP,POA,PKD,649.0,13,"POA,HAQ,TPW,BMD,CEL,NLA,CCI,VGH,VND,KPLH,KVR,ANB,PKD",33.02995461722824,19.03371456380225,53.20799999999999,13.443502891731754,2025-12-20T11:02:26.144385Z,13.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,17.03325498417791,11.123054313083609,91.36198745971504,41.35101640822791,True,True
21679,CIRCAR EXPRESS,CGI,NML,938.0,16,"CGI,GJJ,PYX,BZA,HAQ,PGU,SF,TNRU,GVL,UNDI,CIV,MOO,PKD,NRE,VND,NML",54.01476407743138,31.636398229734564,109.586,12.892708404365628,2025-12-20T11:02:26.144385Z,16.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,43.34342126418834,22.05934299826372,196.13456861704628,93.43437385390888,True,True
18638,BNC - HTE WE,BNC,HTE,1884.0,27,"BNC,KJM,JTJ,KPD,CTO,PAK,TPTY,RU,GDR,NLR,BZA,RJY,SLO,VSKP,VZM,VBL,PVP,RGDA,MNGD,KSNG,TIG,BLGR,BRGA,SBP,JSG,ROU,HTE",38.65384615384615,32.31330079524566,132.198,17.807882243545972,2025-12-20T07:12:18.818841Z,26.0,https://api.railradar.in/api/v1/trains/18638/average-delay,,,,,205.33012679493302,105.14078654847174,True,True
13870,PINAKINI EXP,SKM,TIM,967.0,17,"SKM,SVF,KVLS,TDK,MUK,KUK,PDT,NYP,KTV,AKU,GPU,RML,GJJ,PUDI,GTL,KRAP,TIM",76.36860619070285,32.43007213341857,105.352,8.259350458722524,2025-12-20T11:02:26.144385Z,17.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,67.14965827516058,22.57056969257022,315.0919525245369,96.81919161049339,True,True
26940,AMARAVATI EXP,GID,SVPM,634.0,11,"GID,NDM,GNT,SIE,TU,LIN,BPY,BVO,TLU,KDUH,SVPM",19.94188187776456,15.44922263168461,65.656,11.98208370860428,2025-12-20T11:02:26.144385Z,11.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,15.727505735197898,9.887781512316472,69.46336411150595,41.75212150883953,True,True
25701,INTERCITY EXP,KLU,BNL,357.0,8,"KLU,VMU,KGL,ODUR,PLU,TEK,CLPE,BNL",52.09219248558113,20.279759230929567,82.394,14.087073152362056,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,52.95570410761058,14.025562628325291,239.08120836323994,59.01822379667383,True,True
13530,VANDE BHARAT,CU,AKAH,902.0,17,"CU,GLP,SGDM,BTTR,DEL,MGPR,KNRT,BVM,PMD,VLD,KNLP,COA,KGL,HUP,DNV,MKR,AKAH",39.59047363193934,26.85648814036542,87.982,7.79345045535031,2025-12-20T11:02:26.144385Z,17.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,40.99404180045103,29.927380999820667,189.1223978626198,128.65747835598464,True,True
20241,NARAYANADRI EXP,BUM,IPM,314.0,7,"BUM,PYA,KI,MAG,PCU,BVO,IPM",18.175366897066173,13.40856883359794,65.08,7.852232166715398,2025-12-20T11:02:26.144385Z,7.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,20.17357210228908,9.981165737954674,91.07842255136893,41.999789162442994,True,True
24253,PRASHANTI EXP,VMD,ANE,414.0,10,"VMD,GNT,DNV,DKD,TOU,GUK,HVM,PLVA,KLDI,ANE",44.529189866446586,23.187576809582325,120.692,5.212021680691668,2025-12-20T11:02:26.144385Z,10.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,40.63385100998788,21.46177189336065,183.09265519144444,90.67614968202626,True,True
23313,SIMHADRI EXP,VLE,MGB,553.0,10,"VLE,CJM,TKBN,MCVM,MBD,KNRT,ANB,MLK,DWP,MGB",27.02722350104848,18.4733634814604,114.142,13.526783431400087,2025-12-20T11:02:26.144385Z,10.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,26.640140993265017,10.341196960650818,120.52782086802885,43.72398352911918,True,True
20366,PRASHANTI EXP,MVW,JAQ,614.0,12,"MVW,POA,GPDE,KLDI,ARKV,NMLU,NYP,TKBN,MCU,MTM,VRN,JAQ",42.11888167886883,30.25390751871586,137.964,12.807580958166929,2025-12-20T11:02:26.144385Z,12.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,27.661699599066324,36.25734598837684,126.3204688296173,152.91940308458533,True,True
18680,VANDE BHARAT,KUK,BVM,371.0,9,"KUK,TDK,GJJ,CMDP,POO,DKD,DKSA,GLP,BVM",26.05075741527789,16.082931503891647,68.56,9.79843865113213,2025-12-20T11:02:26.144385Z,9.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,28.001190638816333,11.73520020216892,140.21265215272587,49.0666757986965,True,True
27398,GODAVARI EXPRES,SALR,TCNR,448.0,7,"SALR,VVM,BBPM,PDL,GDE,BLL,TCNR",24.067142464418826,17.267226012197465,65.586,8.097195810896508,2025-12-20T11:02:26.144385Z,7.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,23.777549839530323,10.484067361619516,107.34944314969613,44.1159510134636,True,True
25908,GNT NS EXP,NLPD,BMH,650.0,11,"NLPD,KMQA,RPCA,CHE,TPTY,NRE,KMX,ARK,MMS,VRN,BMH",23.920738758004035,15.562789480177686,99.222,10.019606778711426,2025-12-20T11:02:26.144385Z,11.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,25.633777927972528,9.465017711878987,130.935282484206,39.99112908524531,True,True
27288,PRASHANTI EXP,RBCS,JKO,400.0,8,"RBCS,GPJ,KKLR,BGHU,PUT,AD,KOLA,JKO",19.19472404990342,14.444044500749808,42.842,11.256514558245817,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,19.805569148802075,9.444333597530084,89.41698508615978,39.740850947669294,True,True
20324,CIRCAR EXPRESS,NCU,TIU,882.0,15,"NCU,BNL,MGPR,OGL,MVA,RPRL,CVV,STVA,OTR,PCU,HCM,BUM,DVD,YGD,TIU",47.17576334618814,24.8432453003294,64.792,6.965021177282951,2025-12-20T11:02:26.144385Z,15.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,41.73040066312503,19.451124807744492,167.17131885488178,82.42098433682159,True,True
29429,VANDE BHARAT,NDD,VGT,766.0,14,"NDD,GPU,KNLP,KOU,VML,MCLA,PMD,PVP,NRR,RLG,SRPM,SUP,NML,VGT",45.98977434894439,20.65668856972172,67.92999999999999,8.307686200140209,2025-12-20T11:02:26.144385Z,14.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,40.80963508400548,12.311738861450143,145.80830944394523,48.45467166884524,True,True
24040,FALAKNUMA EXP,KBM,BMKD,418.0,8,"KBM,HCM,KPN,PYX,KVDU,POA,VPL,BMKD",23.653812031555443,18.442255634355607,71.062,11.042579861608427,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,24.54362488744467,11.088748744225972,110.80807241803905,46.66039233892444,True,True
12039,KGM-NDLS SHA,KGM,NDLS,283.0,8,"KGM,HDW,LKU,RUPC,RMU,MB,GZB,NDLS",2.333333333333333,2.0816659994661326,37.8,5.138667142362891,2025-12-20T07:12:18.818841Z,9.0,https://api.railradar.in/api/v1/trains/12039/average-delay,,,,,55.47116272870716,30.92633554605434,True,True
16192,SEVEN HILLS EXP,MMPL,CJM,484.0,9,"MMPL,MUM,VKT,NCU,GZA,DVR,AKAT,CEL,CJM",29.93817162108805,19.9642770869622,78.988,11.7470409039894,2025-12-20T11:02:26.144385Z,9.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,26.761303537914745,11.925643917203262,134.65649134146764,50.3060156404681,True,True
22974,PURI GIMB EX,PURI,GIMB,2443.0,38,"PURI,SIL,KUR,BALU,CAP,BAM,SPT,PSA,CHE,VZM,PVP,RGDA,MNGD,KSNG,TIG,KBJ,MSMD,R,DURG,G,NGP,WR,BD,AK,MKU,BSL,JL,AN,NDB,ST,BRC,ANND,ND,ADI,VG,SIOB,BCOB,GIMB",9.756756756756756,9.66787772738379,153.65,14.227696580964896,2025-12-20T07:12:18.818841Z,37.0,https://api.railradar.in/api/v1/trains/22974/average-delay,,,,,193.52585573660792,143.23164157540913,True,True
27436,JANMABHOOMI EXP,VKZ,BVM,330.0,9,"VKZ,CPL,KCI,TUNI,SUP,MPU,UNDI,MCLE,BVM",29.48342800317689,17.605385438932995,59.95,13.663941598235844,2025-12-20T11:02:26.144385Z,9.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,20.37533555460046,11.510234032995196,109.7739157537601,48.53509554733687,True,True
14930,TIRUMALA EXP,BMGM,CTO,740.0,13,"BMGM,UPL,VLV,TKBN,ANE,BLL,AKAT,KRNT,PSDA,BVO,HUP,CEL,CTO",30.03327928951076,19.74176255469269,81.33399999999999,14.553694719898454,2025-12-20T11:02:26.144385Z,13.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,18.034354190759124,10.149496929958133,69.66332376282378,40.21698375351693,True,True
19118,SIMHADRI EXP,LMD,SSPN,822.0,14,"LMD,PUDI,NLS,EDD,PAV,PGDI,VZM,YA,PRH,VGT,TNKU,BLL,NCE,SSPN",60.240463070117045,26.526246790655303,81.858,10.568096801222064,2025-12-20T11:02:26.144385Z,14.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,61.562100344283,18.915891473909674,273.91620605577947,81.13581617870365,True,True
20768,TIRUMALA EXP,JBK,GPU,869.0,16,"JBK,NLA,PNM,GDV,CPL,SNM,ANB,OBM,BVRM,SKM,BTVA,YPD,CLU,HVM,PSLP,GPU",31.752919565234063,19.873262059682748,126.018,13.620446762129356,2025-12-20T11:02:26.144385Z,16.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,37.36766051362071,18.88458795504694,151.09209701692842,81.29590815884653,True,True
26585,PINAKINI EXP,KVR,GVI,514.0,9,"KVR,GNT,ARK,YLM,ANV,MGB,ESV,MRM,GVI",12.137649935459404,10.194169566505495,63.122,10.61148999905291,2025-12-20T11:02:26.144385Z,9.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,12.1331952043802,6.210518995777204,87.06534694967289,26.133268924701856,True,True
17428,GODAVARI EXPRES,BVRT,GWM,651.0,12,"BVRT,MNPT,DIG,BMD,VMU,YGD,KVZ,ULM,ANB,ODUR,DHNE,GWM",25.506901463634325,18.406499097931988,95.366,16.603768548133885,2025-12-20T11:02:26.144385Z,12.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,15.327842145070711,9.305009740775008,71.24775688351524,39.51934239830669,True,True
18011,FALAKNUMA EXP,BSPL,SUPP,760.0,15,"BSPL,BVO,KOVH,DVD,KCC,GPY,KO,PMD,NGNT,KVM,CCI,MVW,TNR,BMH,SUPP",48.06578947368421,25.429254561127543,72.168,14.238875306708742,2025-12-20T07:12:18.818841Z,38.0,https://api.railradar.in/api/v1/trains/18011/average-delay,,,,,107.26367638426923,38.76670119189108,True,True
27093,JANMABHOOMI EXP,BGNP,MPT,556.0,12,"BGNP,PIL,PEL,SPE,BPP,ANV,TGL,KBA,CLVR,NUJ,TKPY,MPT",40.153247838239466,22.07742521895492,111.28,11.174701338290884,2025-12-20T11:02:26.144385Z,12.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,38.580151001293146,12.738250354919211,176.1609549363329,53.86124818835139,True,True
15983,MEMU SPECIAL,OBM,KLDI,403.0,8,"OBM,KPL,PEL,PSLP,NLR,VML,ANV,KLDI",20.18184785376322,15.135896531310197,44.182,11.085200494352822,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,22.510291065334616,9.691259839903822,101.62809992238391,40.77989291838167,True,True
27034,GNT NS EXP,TAT,EE,239.0,7,"TAT,KSK,MBL,VH,PUDI,NRE,EE",42.20831575076392,23.79943383074184,121.584,10.086819617699131,2025-12-20T11:02:26.144385Z,7.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,40.02049974980275,20.496541656926645,180.68213048475903,86.24748358567516,True,True
26459,INTERCITY EXP,ANB,DHNE,245.0,8,"ANB,MAR,KLX,KKM,TMPM,AVLI,ODUR,DHNE",24.20664987306781,13.67090928998322,49.226,12.221318668621644,2025-12-20T11:02:26.144385Z,8.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,20.93178062049764,8.902999655428266,94.50153648742842,37.46296958274072,True,True
17362,PINAKINI EXP,BNL,KSTE,907.0,16,"BNL,TOU,NLPD,CEL,BVRT,NML,KHT,SLO,EKM,RU,KCM,OBM,DGB,KI,ARKV,KSTE",31.2242600096831,22.71748186045054,87.958,9.205969259127473,2025-12-20T11:02:26.144385Z,16.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,32.877498050829104,21.64089903487232,156.9113358952831,92.79772724992942,True,True
25842,PINAKINI EXP,NBM,CCT,747.0,14,"NBM,PDL,MRK,VTM,NRYP,KCC,PAV,UPL,BPP,YADA,CU,RAL,KVLS,CCT",32.46260692484199,18.021542654226455,90.088,7.686063361695631,2025-12-20T11:02:26.144385Z,14.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,28.980767366683253,9.78342708310244,73.58300006127126,38.589318715185314,True,True
23848,PRASHANTI EXP,GALA,MOO,677.0,14,"GALA,TPTY,ANE,AKU,KGL,NML,CVV,MALM,OGL,DPD,PIL,NDPU,RJY,MOO",49.51560825487764,31.628232853928854,141.498,9.297371671606976,2025-12-20T11:02:26.144385Z,14.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,36.45016603400386,30.59233288066927,162.6753793402801,131.6793761235808,True,True
18730,TIRUMALA EXP,KMH,AKP,677.0,11,"KMH,BDPL,MDUN,NGM,PSDA,DMT,TKU,MCU,SGKM,GLP,AKP",41.299463676065926,20.898247009169133,106.932,5.443208612574025,2025-12-20T11:02:26.144385Z,11.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,38.23804140483267,11.124917810897626,173.36251531528612,47.376592935699755,True,True
12212,ANVT-MFP GAR,ANVT,MFP,1059.0,14,"ANVT,MB,BE,SPN,LKO,GD,BST,GKP,BUG,NKE,BTH,SGL,BMKI,MFP",158.35714285714286,64.36598163499671,108.216,8.165998408033154,2025-12-20T07:12:18.818841Z,14.0,https://api.railradar.in/api/v1/trains/12212/average-delay,,,,,317.2730009755409,125.84251930875932,True,True
15254,SESHADRI EXP,IDP,KYND,966.0,16,"IDP,VNM,KVDU,PDSN,MVP,VMD,TAC,KTV,YPD,NDPU,KUK,MIPM,TSR,PSPY,PTT,KYND",38.49399575141948,23.583578627507613,92.744,13.072231255604374,2025-12-20T11:02:26.144385Z,16.0,model:rr_imputer_v1,2025-12-20T11:02:26.144385Z,rr_imputer_v1,41.15910799333601,20.065122961166747,191.47591135980002,86.10390850105613,True,True
